VIN,customerID,start_date,service_writer,odometer,labor_cost,repair_desc,completion_date
IH28F14QLL7256787,65,2021-08-15,user29,310770,50.67,replace liftgate window; change pcv filter/pcv valve; ,2021-08-17
IH28F14QLL7256787,65,2021-08-18,user30,318518,76.01,add heated windshield; fix power activated release; ,2021-08-20
IH28F14QLL7256787,65,2021-08-26,user15,376568,25.34,replace stabilizer bar; upgrade navigation system; ,2021-08-26
IH28F14QLL7256787,65,2021-09-01,user29,395688,354.71,replace fuel filter; add knee airbags; ,2021-09-16
IH28F14QLL7256787,65,2021-09-21,user33,449825,76.01,fix ventilated seats; replace water pump; ,2021-09-26
IHRJFBVFNUW829342,168,2021-01-08,user13,169695,30.71,adjust adaptive cruise control; replace timing belt tensioner; ,2021-01-09
IHRJFBVFNUW829342,168,2021-02-26,user12,481744,214.97,install roof spoiler; fix solar sunroof; ,2021-03-25
IHRJFBVFNUW829342,168,2021-06-09,user29,1273514,30.71,set up satellite radio; install roof spoiler; ,2021-06-16
IHRJFBVFNUW829342,168,2021-06-19,user33,1298272,61.42,replace catalytic converter; adjust reverse tilt mirrors; ,2021-06-20
IHRJFBVFNUW829342,168,2021-07-27,roland,1584137,276.39,install on-board diagnosis system; fix external temperature display; ,2021-08-12
IHRJFBVFNUW829342,168,2021-08-27,user13,1741989,61.42,install roof spoiler; install separate rear audio; ,2021-08-30
IKDJI2NJR3A634690,150,2021-03-08,roland,262806,483.74,change wheel cylinders; ,2021-04-26
IKDJI2NJR3A634690,150,2021-04-30,user29,302918,378.58,remove oversteer; set up gyro sensor; ,2021-05-30
IKDJI2NJR3A634690,150,2021-06-02,user29,308465,273.42,repair shiftable automatic transmission; add heated windshield; ,2021-06-26
IKDJI2NJR3A634690,150,2021-07-18,user13,474595,42.06,reduce carbon footprint; replace steering column lock; ,2021-07-20
IKDJI2NJR3A634690,150,2021-09-10,user15,521612,168.26,install optional equipment; replace radiator core & ac condenser; ,2021-09-17
IQS5QPGTG0T954170,20,2021-02-02,user33,239612,2427.83,install on-board diagnosis system; fix cylinder head bolts; ,2021-08-14
IRDWE0OJSPW783332,37,2020-07-09,user17,73786,27.59,change purge valve; change coolant; ,2020-07-14
IRDWE0OJSPW783332,37,2020-07-27,user12,85954,1655.37,check drive axle boots; install anti-theft alarm; ,2020-10-17
IRDWE0OJSPW783332,37,2020-12-10,user29,515446,27.59,replace liftgate window; adjust adaptive cruise control; ,2020-12-11
IRDWE0OJSPW783332,37,2020-12-17,user30,516341,27.59,change speaker configuration; ,2021-01-20
IRDWE0OJSPW783332,37,2021-04-09,user12,1122635,137.95,change steering rack; fix ventilated seats; ,2021-06-30
J4OTOP87QJC586997,72,2021-04-21,user12,119843,29.18,install separate rear audio; configure audio remote control; ,2021-04-25
J4OTOP87QJC586997,72,2021-05-21,user17,387390,14.59,adjust adaptive cruise control; fix solar sunroof; ,2021-06-08
J4OTOP87QJC586997,72,2021-07-10,user29,493741,43.78,adjust block heater; repair seatbelt force limiters; ,2021-07-13
J4OTOP87QJC586997,72,2021-07-18,user30,542266,43.78,install dusk-sensing headlights; refurbish power steering; ,2021-08-21
J4OTOP87QJC586997,72,2021-08-22,user33,549511,43.78,repair cooled seats; ,2021-08-25
J4OTOP87QJC586997,72,2021-09-17,user29,687560,29.18,change pcv filter/pcv valve; ,2021-09-26
J5DUNEJPB5K495242,44,2021-05-27,user12,582243,42.84,configure universal remote control; replace brake pedal spring; ,2021-06-05
J5DUNEJPB5K495242,44,2021-08-16,roland,878319,471.2,replace ace filter; install parking sensors; ,2021-09-07
J6OFP8V1ZIU680463,199,2021-06-09,user17,55291,34.92,remove oversteer; change coolant; ,2021-06-17
J6OFP8V1ZIU680463,199,2021-07-03,user30,177827,209.49,adjust adaptive cruise control; attach seat extension; ,2021-07-11
J6OFP8V1ZIU680463,199,2021-07-26,user15,312246,34.92,make polarization coating; attach spoiler; ,2021-07-26
J6OFP8V1ZIU680463,199,2021-07-27,user17,323150,69.83,replace stabilizer bar; replace diverter valve; ,2021-07-30
J6OFP8V1ZIU680463,199,2021-08-06,user12,360343,34.92,fix solar sunroof; replace radiator core & ac condenser; ,2021-08-07
J6OFP8V1ZIU680463,199,2021-08-17,user17,417710,314.24,attach exterior camera; ,2021-08-25
J6OFP8V1ZIU680463,199,2021-08-26,user17,426540,34.92,reconfigure service reminder light; add heated windshield; ,2021-08-26
J6OFP8V1ZIU680463,199,2021-08-31,user29,432322,384.07,adjust running boards; reduce fuel consumption; ,2021-09-11
J6OFP8V1ZIU680463,199,2021-09-12,user15,437594,279.32,fix cylinder head bolts; adjust regenerative braking; ,2021-09-21
JFV8SJWZ8LP113703,72,2021-06-20,user17,81972,381.53,improve engine performance; ,2021-07-24
JFV8SJWZ8LP113703,72,2021-08-04,user30,102562,33.18,replace stabilizer bar; adjust traction control system; ,2021-08-10
JFV8SJWZ8LP113703,72,2021-08-22,user12,179474,66.35,install parking sensors; adjust reverse tilt mirrors; ,2021-08-28
JGJDNZFK42R045945,14,2020-06-04,user13,275601,69.5,check drive axle boots; install parking sensors; ,2020-08-15
JGJDNZFK42R045945,14,2020-10-17,user15,842410,1181.53,replace water pump; install parking sensors; ,2020-11-02
JGJDNZFK42R045945,14,2020-11-22,user17,936124,625.52,attach seat extension; replace timing belt tensioner; ,2020-12-02
JGJDNZFK42R045945,14,2020-12-18,roland,1066440,1251.04,adjust adaptive cruise control; attach spoiler; ,2021-01-04
JGJDNZFK42R045945,14,2021-05-18,user12,1867751,208.51,set up gyro sensor; adjust regenerative braking; ,2021-06-14
JGJDNZFK42R045945,14,2021-06-30,user29,2020499,4309.12,replace liftgate window; adjust regenerative braking; ,2021-09-17
JN60KNMSBK2322558,28,2021-03-20,user30,122241,72.89,install separate rear audio; install intelligent alternator; ,2021-03-23
JN60KNMSBK2322558,28,2021-05-07,user15,280375,255.12,adjust accelerator pedal linkage; adjust retractable mirrors; ,2021-05-23
JN60KNMSBK2322558,28,2021-05-30,user13,302807,145.78,configure audio remote control; reduce blind spot; ,2021-06-14
JN60KNMSBK2322558,28,2021-06-21,roland,310908,18.22,improve cylinder configuration; attach exterior camera; ,2021-06-22
JN60KNMSBK2322558,28,2021-07-07,user29,410880,18.22,change memory settings of the onboard computer; ,2021-07-30
JN60KNMSBK2322558,28,2021-08-03,user12,416392,218.68,fix broken tow hooks; change brake linings; ,2021-08-14
JN60KNMSBK2322558,28,2021-08-15,roland,422723,18.22,change memory settings of the onboard computer; upgrade navigation system; ,2021-08-16
JN60KNMSBK2322558,28,2021-08-20,user17,460028,72.89,prevent fuel pump shutoff; ,2021-08-23
JN60KNMSBK2322558,28,2021-08-29,user15,471264,182.23,improve cylinder configuration; correct abs; ,2021-09-07
JO02RNGT1O8396523,101,2020-07-07,user33,471538,1523.49,prevent fuel pump shutoff; replace radiator hoses; ,2020-09-06
JO02RNGT1O8396523,101,2020-09-18,user30,566804,589.74,change memory settings of the onboard computer; reduce fuel consumption; ,2020-10-12
JO02RNGT1O8396523,101,2020-11-19,user15,689119,1425.2,configure audio remote control; replace water pump; ,2021-01-16
JO02RNGT1O8396523,101,2021-01-22,user15,705970,122.86,install optional equipment; set up satellite radio; ,2021-01-27
JO02RNGT1O8396523,101,2021-04-15,user15,743243,98.29,reconfigure service reminder light; ,2021-04-28
JO02RNGT1O8396523,101,2021-04-29,user15,748411,98.29,install roof spoiler; correct abs; ,2021-05-14
JO02RNGT1O8396523,101,2021-07-20,user17,1409774,73.72,fix steering damper; ,2021-07-28
JOWEZ54DY63622106,175,2021-04-04,user29,42637,235.02,install turbocharger; reduce blind spot; ,2021-04-29
JOWEZ54DY63622106,175,2021-06-11,user30,103524,117.51,fix power activated release; change oil filter; ,2021-06-20
JOWEZ54DY63622106,175,2021-07-02,user17,143331,505.29,install intelligent alternator; ,2021-09-04
JOX151ZR3GE955194,29,2021-05-28,user17,115007,50.37,fix rear hvac; ,2021-06-02
JOX151ZR3GE955194,29,2021-06-25,user12,287544,40.3,replace serpentine belt; repair direct injection system; ,2021-07-23
JOX151ZR3GE955194,29,2021-08-14,user30,302579,30.22,replace diverter valve; replace ace filter; ,2021-08-16
JOX151ZR3GE955194,29,2021-08-18,user15,324577,20.15,adjust regenerative braking; remove oversteer; ,2021-09-02
JOX151ZR3GE955194,29,2021-09-08,user30,392896,40.3,install roof spoiler; attach exterior camera; ,2021-09-15
JQNHRUG2454456763,69,2021-05-19,user12,129127,313.88,change timing belt; replace diverter valve; ,2021-06-20
JQNHRUG2454456763,69,2021-06-22,user33,144974,286.59,check drive axle boots; adjust turn signals; ,2021-09-21
JS3TNLHZADY983948,46,2020-10-28,user13,40110,402.97,repair seatbelt force limiters; adjust accelerator pedal linkage; ,2020-11-16
JS3TNLHZADY983948,46,2020-11-22,user17,70140,339.34,change suspension fluid; change speaker configuration; ,2020-12-24
JS3TNLHZADY983948,46,2021-02-03,user17,420797,593.85,install active pedestrian protection system; improve engine performance; ,2021-03-10
JS3TNLHZADY983948,46,2021-03-25,user12,533461,254.51,fix rear defroster; change steering rack; ,2021-04-07
JS3TNLHZADY983948,46,2021-04-24,user33,676530,933.19,change air conditioner refrigerant; ,2021-06-20
JS3TNLHZADY983948,46,2021-07-10,roland,858424,169.67,fix steering damper; reduce blind spot; ,2021-09-01
JTQ8ES8FFQS897370,115,2021-02-15,user30,177224,76.63,install intelligent alternator; prevent fuel pump shutoff; ,2021-02-21
JTQ8ES8FFQS897370,115,2021-03-09,user33,249352,102.17,change steering rack; improve engine performance; ,2021-03-20
JTQ8ES8FFQS897370,115,2021-04-25,user29,368902,51.08,install curtain airbags; set up satellite radio; ,2021-05-11
JTQ8ES8FFQS897370,115,2021-05-31,user33,602308,127.71,install anti-theft alarm; attach exterior camera; ,2021-06-24
JTQ8ES8FFQS897370,115,2021-06-25,user29,613083,12.77,improve cylinder configuration; improve cylinder configuration; ,2021-06-25
JTQ8ES8FFQS897370,115,2021-07-15,user15,782829,76.63,replace steering column lock; repair shiftable automatic transmission; ,2021-07-28
JYK127G1ZR6964275,17,2020-11-21,user33,159476,1364.9,change speaker configuration; adjust hybrid performance; ,2021-01-13
JYK127G1ZR6964275,17,2021-03-23,user12,580924,1405.04,replace liftgate window; ,2021-05-05
JYK127G1ZR6964275,17,2021-05-31,user17,827677,281.01,replace steering column lock; fix sunroof; ,2021-06-06
JYK127G1ZR6964275,17,2021-06-28,user29,864542,1605.76,fix external temperature display; ,2021-08-25
JYOF3P3XBEW904056,126,2021-03-16,user33,211700,268.18,reduce blind spot; check drive axle boots; ,2021-03-29
JYOF3P3XBEW904056,126,2021-04-17,user33,299009,20.63,change suspension fluid; replace steering column lock; ,2021-04-25
JYOF3P3XBEW904056,126,2021-05-17,user17,406409,41.26,install parking sensors; ,2021-05-21
JYOF3P3XBEW904056,126,2021-05-22,user30,415846,722.01,fix ventilated seats; change steering rack; ,2021-07-04
JYOF3P3XBEW904056,126,2021-09-04,user17,835096,61.89,reduce carbon footprint; adjust running boards; ,2021-09-24
K1LNBMVU8BB464447,165,2020-10-07,user15,75691,1167.97,fix air filter restriction indicator; replace brake pedal spring; ,2021-02-15
K1LNBMVU8BB464447,165,2021-02-25,user15,80963,53.09,repair shiftable automatic transmission; install curtain airbags; ,2021-02-26
K1LNBMVU8BB464447,165,2021-03-18,user13,240522,53.09,configure universal remote control; change brake linings; ,2021-04-10
K1LNBMVU8BB464447,165,2021-04-23,user33,327291,1327.24,adjust ignition timing; set up auto-delay headlights; ,2021-07-10
K1LNBMVU8BB464447,165,2021-08-07,user33,557976,53.09,fix steering damper; install turbocharger; ,2021-08-11
K1LNBMVU8BB464447,165,2021-09-15,user30,767784,132.72,add knee airbags; change speaker configuration; ,2021-09-25
K2M25QOYYPY944058,68,2021-04-22,user33,83774,23.54,replace stabilizer bar; adjust reverse tilt mirrors; ,2021-04-23
K2M25QOYYPY944058,68,2021-05-05,roland,134890,164.79,correct abs; adjust turn signals; ,2021-06-10
K2M25QOYYPY944058,68,2021-06-11,roland,144489,70.62,check drive axle boots; ,2021-06-16
K2M25QOYYPY944058,68,2021-06-20,user30,153214,11.77,set up satellite radio; fix nvh dampening system; ,2021-06-24
K2M25QOYYPY944058,68,2021-06-25,user12,163248,188.33,adjust block heater; improve engine performance; ,2021-07-11
K2M25QOYYPY944058,68,2021-07-15,user17,196360,35.31,replace brake pedal spring; ,2021-07-29
K2M25QOYYPY944058,68,2021-08-01,user29,201763,129.48,repair seatbelt force limiters; install separate rear audio; ,2021-08-17
K2M25QOYYPY944058,68,2021-08-28,user33,303072,35.31,add knee airbags; fix nvh dampening system; ,2021-08-30
K2M25QOYYPY944058,68,2021-08-31,user15,313722,35.31,adjust accelerator pedal linkage; install smoked glass; ,2021-09-25
K3E7PBHMZQD422776,122,2020-06-14,user30,1705318,2075.41,replace ace filter; change brake linings; ,2020-09-18
K3E7PBHMZQD422776,122,2020-11-29,user17,1904628,1135.6,make polarization coating; fix nvh dampening system; ,2021-03-07
K3E7PBHMZQD422776,122,2021-03-21,user33,1983664,39.16,install anti-theft alarm; refurbish power steering; ,2021-03-21
K3E7PBHMZQD422776,122,2021-04-04,user17,2089363,313.27,refurbish power steering; adjust block heater; ,2021-04-19
K3E7PBHMZQD422776,122,2021-05-18,user33,2171582,39.16,fix rear hvac; change memory settings of the onboard computer; ,2021-05-18
K3E7PBHMZQD422776,122,2021-06-28,roland,2453510,117.48,install on-board diagnosis system; install curtain airbags; ,2021-07-02
KABPXCO5NG6346564,18,2021-07-09,roland,245923,2933.14,change timing belt; adjust running boards; ,2021-09-06
KBXXCK3OQ7B192491,171,2021-03-23,user30,357827,27.66,change air conditioner refrigerant; install curtain airbags; ,2021-04-07
KBXXCK3OQ7B192491,171,2021-06-09,roland,1078776,27.66,fix external temperature display; install separate rear audio; ,2021-06-22
KBXXCK3OQ7B192491,171,2021-07-06,user12,1124580,470.24,install optional equipment; change purge valve; ,2021-09-21
KDDOFMA5505536025,130,2021-05-15,user17,83946,68.11,correct abs; fix cylinder head bolts; ,2021-05-24
KDDOFMA5505536025,130,2021-05-28,user15,106266,147.58,repair shiftable automatic transmission; improve engine performance; ,2021-06-15
KDDOFMA5505536025,130,2021-06-21,user29,156456,34.06,adjust reverse tilt mirrors; ,2021-06-23
KDDOFMA5505536025,130,2021-07-01,user12,204628,34.06,change wheel cylinders; improve engine performance; ,2021-07-03
KDDOFMA5505536025,130,2021-07-05,user17,205151,102.17,prevent fuel pump shutoff; replace radiator core & ac condenser; ,2021-07-18
KDDOFMA5505536025,130,2021-08-15,user29,281713,136.23,adjust accelerator pedal linkage; install dusk-sensing headlights; ,2021-08-26
KDDOFMA5505536025,130,2021-09-03,user17,317396,11.35,fix a-pillar; install curtain airbags; ,2021-09-21
KEJ5NNEZM57998731,159,2021-05-20,user29,46598,16.59,install dusk-sensing headlights; repair direct injection system; ,2021-05-31
KEJ5NNEZM57998731,159,2021-06-25,user17,250130,49.77,set up satellite radio; adjust block heater; ,2021-06-27
KEJ5NNEZM57998731,159,2021-07-08,user29,353861,16.59,change air conditioner refrigerant; ,2021-07-09
KEJ5NNEZM57998731,159,2021-07-11,user29,355909,16.59,adjust low fuel warning indicator; change purge valve; ,2021-07-14
KEJ5NNEZM57998731,159,2021-07-24,roland,390655,232.24,improve cylinder configuration; attach spoiler; ,2021-08-09
KEJ5NNEZM57998731,159,2021-08-24,user29,409487,16.59,reduce carbon footprint; ,2021-08-24
KEJ5NNEZM57998731,159,2021-09-09,user15,512983,16.59,replace brake pedal spring; set up satellite radio; ,2021-09-11
KEJ5NNEZM57998731,159,2021-09-13,user17,529751,165.88,install curtain airbags; ,2021-09-24
KFDWFBUV5X0109490,40,2020-11-04,user12,202771,189.79,fix solar sunroof; fix cylinder head bolts; ,2020-11-23
KFDWFBUV5X0109490,40,2021-01-02,user13,240994,105.44,repair seatbelt force limiters; ,2021-01-09
KFDWFBUV5X0109490,40,2021-03-04,user13,780971,337.41,replace fuel filter; ,2021-03-19
KFDWFBUV5X0109490,40,2021-04-07,user29,979305,63.26,change purge valve; reconfigure service reminder light; ,2021-05-03
KFDWFBUV5X0109490,40,2021-06-06,user29,1076673,84.35,replace water pump; ,2021-08-07
KFDWFBUV5X0109490,40,2021-08-22,user15,1082116,63.26,remove oversteer; ,2021-08-27
KQNPAEA80G5480328,83,2021-04-23,user29,73219,867.09,set up auto-delay headlights; install parking sensors; ,2021-06-14
KQNPAEA80G5480328,83,2021-09-14,roland,587250,476.9,install anti-theft alarm; ,2021-09-25
KRS3DYJP4LD943857,155,2020-12-01,user15,245219,52.94,replace crankcase ventilation filter; fix steering damper; ,2020-12-03
KRS3DYJP4LD943857,155,2020-12-09,roland,307862,123.53,improve cylinder configuration; ,2020-12-30
KRS3DYJP4LD943857,155,2021-02-02,user12,567825,35.29,change memory settings of the onboard computer; fix power activated release; ,2021-02-03
KRS3DYJP4LD943857,155,2021-02-26,roland,831936,88.24,install on-board diagnosis system; adjust reverse tilt mirrors; ,2021-03-02
KRS3DYJP4LD943857,155,2021-03-25,user12,844388,300,adjust turn signals; replace brake pedal spring; ,2021-04-17
KRS3DYJP4LD943857,155,2021-04-27,user15,927484,511.77,adjust low fuel warning indicator; install vanity mirrors; ,2021-06-24
KRS3DYJP4LD943857,155,2021-06-30,user29,931902,194.12,replace tail lights; change coolant; ,2021-07-12
KRS3DYJP4LD943857,155,2021-08-30,user15,1359605,211.77,adjust low fuel warning indicator; repair shiftable automatic transmission; ,2021-09-16
KSLB3XMCCOW534879,3,2021-05-01,user12,47039,17.48,fix a-pillar; adjust climate control; ,2021-05-01
KSLB3XMCCOW534879,3,2021-05-04,user13,62223,122.37,replace ace filter; change wheel cylinders; ,2021-05-11
KSLB3XMCCOW534879,3,2021-06-10,user15,232969,122.37,fix steering damper; repair direct injection system; ,2021-06-18
KSLB3XMCCOW534879,3,2021-07-14,user33,406834,34.96,set up gyro sensor; replace fuel filter; ,2021-07-24
KSLB3XMCCOW534879,3,2021-07-28,user30,415336,87.41,replace catalytic converter; reduce fuel consumption; ,2021-08-16
KSLB3XMCCOW534879,3,2021-08-23,user17,426746,87.41,upgrade navigation system; install optional equipment; ,2021-09-06
KTIZ8OU6F5U976916,20,2021-02-19,roland,148638,32.95,adjust adaptive cruise control; attach seat extension; ,2021-02-21
KTIZ8OU6F5U976916,20,2021-02-25,user30,172881,280.08,replace liftgate window; fix cylinder head bolts; ,2021-04-04
KTIZ8OU6F5U976916,20,2021-04-16,user33,295495,148.28,change timing belt; fix power activated release; ,2021-05-07
KTIZ8OU6F5U976916,20,2021-05-24,user30,426364,16.48,replace tail lights; replace water pump; ,2021-05-25
KTIZ8OU6F5U976916,20,2021-06-08,user15,430964,16.48,adjust traction control system; fix solar sunroof; ,2021-06-21
KTIZ8OU6F5U976916,20,2021-06-26,user13,441082,494.26,install parking sensors; adjust reverse tilt mirrors; ,2021-08-09
KTIZ8OU6F5U976916,20,2021-08-16,user15,491365,164.75,make polarization coating; change air conditioner refrigerant; ,2021-09-23
KW7MS4N3N71094103,171,2021-08-25,user33,1708188,656.13,make polarization coating; change brake linings; ,2021-09-09
KZO7LZXJXNR771606,121,2021-05-05,roland,428917,66.23,fix rear hvac; change pcv filter/pcv valve; ,2021-05-12
KZO7LZXJXNR771606,121,2021-05-19,user15,480825,198.7,adjust block heater; replace tail lights; ,2021-06-03
KZO7LZXJXNR771606,121,2021-06-05,user17,490711,16.56,set up satellite radio; install vanity mirrors; ,2021-06-11
KZO7LZXJXNR771606,121,2021-06-13,user13,496023,66.23,fix steering damper; adjust reverse tilt mirrors; ,2021-06-19
KZO7LZXJXNR771606,121,2021-06-21,user29,497745,364.28,change timing belt; ,2021-07-25
KZO7LZXJXNR771606,121,2021-08-06,user30,526905,66.23,change coolant; adjust running boards; ,2021-08-09
KZO7LZXJXNR771606,121,2021-08-23,user12,652461,16.56,attach exterior camera; fix ventilated seats; ,2021-08-23
KZO7LZXJXNR771606,121,2021-08-30,user29,665294,182.14,attach seat extension; change brake linings; ,2021-09-09
KZO7LZXJXNR771606,121,2021-09-17,user30,694787,49.67,adjust running boards; fix deceleration system; ,2021-09-20
L0FICXE1E74826637,71,2021-04-09,user33,17656,375.46,replace ace filter; attach spoiler; ,2021-05-14
L0FICXE1E74826637,71,2021-05-31,user30,167426,83.44,fix nvh dampening system; install smoked glass; ,2021-06-09
L0FICXE1E74826637,71,2021-07-17,user33,573455,27.81,configure universal remote control; adjust seat belts tension; ,2021-07-19
L0FICXE1E74826637,71,2021-09-10,roland,1153081,55.62,adjust hybrid performance; replace steering column lock; ,2021-09-16
LACZ7FVB5IL005861,191,2020-11-15,user13,89418,2912.66,change steering rack; change pcv filter/pcv valve; ,2021-02-05
LACZ7FVB5IL005861,191,2021-02-28,user15,315242,3542.42,replace radiator hoses; attach seat extension; ,2021-06-03
LDAX8MS7ZMA980634,21,2020-10-12,user30,41784,23.75,repair cooled seats; ,2020-10-14
LDAX8MS7ZMA980634,21,2020-10-24,user33,128495,166.23,replace fuel filter; adjust reverse tilt mirrors; ,2020-11-06
LDAX8MS7ZMA980634,21,2020-11-24,user12,313186,166.23,set up satellite radio; adjust ignition timing; ,2021-01-02
LDAX8MS7ZMA980634,21,2021-02-05,user33,545125,106.86,replace stabilizer bar; adjust adaptive cruise control; ,2021-03-14
LDAX8MS7ZMA980634,21,2021-06-10,user15,1584309,296.84,fix solar sunroof; adjust accelerator pedal linkage; ,2021-07-04
LDAX8MS7ZMA980634,21,2021-08-26,user15,2195012,201.85,set up gyro sensor; ,2021-09-21
LDMZ4BXPWOE239230,22,2021-05-02,user12,104751,34.01,add heated windshield; fix solar sunroof; ,2021-05-09
LDMZ4BXPWOE239230,22,2021-06-21,user33,243904,136.03,install anti-theft alarm; fix sunroof; ,2021-06-30
LDMZ4BXPWOE239230,22,2021-07-06,user33,293848,510.1,replace radiator core & ac condenser; fix a-pillar; ,2021-07-23
LDMZ4BXPWOE239230,22,2021-07-27,user30,309279,68.01,upgrade navigation system; replace diverter valve; ,2021-07-28
LDMZ4BXPWOE239230,22,2021-07-29,user17,316837,34.01,install intelligent alternator; ,2021-07-31
LDMZ4BXPWOE239230,22,2021-08-11,user30,320268,238.05,replace water pump; ,2021-08-26
LDMZ4BXPWOE239230,22,2021-09-10,user12,463225,102.02,change coolant; change steering rack; ,2021-09-17
LESQWAWRV7W196089,33,2020-12-20,user30,127778,1569.68,adjust adaptive cruise control; upgrade navigation system; ,2021-02-15
LESQWAWRV7W196089,33,2021-04-23,user15,302171,976.69,change speaker configuration; install roof spoiler; ,2021-06-21
LH6O7CO8LIP340892,136,2021-06-10,user30,172547,11.63,install intelligent alternator; ,2021-06-14
LH6O7CO8LIP340892,136,2021-08-10,user33,412909,46.53,fix rear hvac; ,2021-08-17
LIQR1KMIZ00707485,113,2021-07-03,user15,7930,85.24,replace fuel filter; install turbocharger; ,2021-07-09
LIQR1KMIZ00707485,113,2021-07-11,user30,22034,85.24,attach exterior camera; install curtain airbags; ,2021-07-29
LIQR1KMIZ00707485,113,2021-08-12,user13,147204,85.24,remove oversteer; upgrade navigation system; ,2021-08-18
LIQR1KMIZ00707485,113,2021-08-19,user33,155357,85.24,install turbocharger; attach spoiler; ,2021-08-22
LIQR1KMIZ00707485,113,2021-09-01,roland,217129,170.47,replace radiator core & ac condenser; change suspension fluid; ,2021-09-03
LIQR1KMIZ00707485,113,2021-09-06,user29,235370,1022.85,change air conditioner refrigerant; fix a-pillar; ,2021-09-20
LM8UDLK41OI479349,103,2021-01-13,user17,37904,290.94,make polarization coating; attach seat extension; ,2021-01-27
LM8UDLK41OI479349,103,2021-02-03,user17,59112,2909.42,attach seat extension; ,2021-03-20
LM8UDLK41OI479349,103,2021-03-21,user15,66211,218.21,replace liftgate window; change wheel cylinders; ,2021-04-10
LM8UDLK41OI479349,103,2021-04-27,user30,243872,72.74,fix power activated release; install smoked glass; ,2021-04-27
LM8UDLK41OI479349,103,2021-05-08,user30,280449,1091.03,adjust traction control system; change air conditioner refrigerant; ,2021-05-23
LM8UDLK41OI479349,103,2021-05-30,user33,332266,945.56,fix deceleration system; install turbocharger; ,2021-06-21
LM8UDLK41OI479349,103,2021-06-22,user30,335294,72.74,attach seat extension; fix steering damper; ,2021-06-24
LM8UDLK41OI479349,103,2021-07-14,user30,569199,2691.22,adjust running boards; install separate rear audio; ,2021-08-24
LM8UDLK41OI479349,103,2021-08-26,user12,575930,72.74,attach spoiler; ,2021-08-27
LMLJ20KCYXP867169,26,2021-03-14,user29,1055346,229.9,adjust accelerator pedal linkage; adjust retractable mirrors; ,2021-04-12
LMLJ20KCYXP867169,26,2021-04-14,user30,1062619,2134.76,adjust ignition timing; change memory settings of the onboard computer; ,2021-07-11
LMLJ20KCYXP867169,26,2021-07-28,user15,1258389,591.16,fix external temperature display; change coolant; ,2021-09-02
LQF5D64NCQ5461737,80,2021-06-02,user17,6452,14.13,upgrade navigation system; fix deceleration system; ,2021-06-03
LQF5D64NCQ5461737,80,2021-06-05,user15,7423,56.53,adjust traction control system; adjust seat belts tension; ,2021-06-08
LQF5D64NCQ5461737,80,2021-06-10,user29,24680,42.39,fix cylinder head bolts; fix deceleration system; ,2021-06-18
LQF5D64NCQ5461737,80,2021-06-28,user13,48477,42.39,prevent fuel pump shutoff; make polarization coating; ,2021-06-30
LQF5D64NCQ5461737,80,2021-07-08,user29,130045,14.13,replace ace filter; prevent fuel pump shutoff; ,2021-07-18
LQF5D64NCQ5461737,80,2021-07-21,user13,154213,56.53,install parking sensors; install dusk-sensing headlights; ,2021-07-26
LQF5D64NCQ5461737,80,2021-08-08,user33,225023,70.66,change wheel cylinders; install intelligent alternator; ,2021-08-12
LQF5D64NCQ5461737,80,2021-09-12,user17,412726,42.39,adjust block heater; remove oversteer; ,2021-09-16
LRMHWLY7067260293,197,2021-07-15,user17,121294,227.84,adjust seat belts tension; replace timing belt tensioner; ,2021-08-08
LRMHWLY7067260293,197,2021-08-09,user30,130190,202.52,replace diverter valve; replace ace filter; ,2021-08-18
LRMHWLY7067260293,197,2021-08-20,user17,151808,126.58,adjust turn signals; install active pedestrian protection system; ,2021-08-24
LRMHWLY7067260293,197,2021-08-30,user17,168791,101.26,set up auto-delay headlights; adjust accelerator pedal linkage; ,2021-09-05
LRMHWLY7067260293,197,2021-09-09,user15,202598,50.63,make polarization coating; configure audio remote control; ,2021-09-11
LUKTEC25L13491705,57,2021-01-31,user12,95687,2653.56,set up auto-delay headlights; adjust regenerative braking; ,2021-04-16
LUKTEC25L13491705,57,2021-04-25,user30,130581,34.92,prevent fuel pump shutoff; replace fuel filter; ,2021-05-03
LUKTEC25L13491705,57,2021-05-10,user17,135607,1082.37,replace stabilizer bar; adjust regenerative braking; ,2021-07-17
LUKTEC25L13491705,57,2021-08-08,user29,380269,34.92,replace stabilizer bar; replace serpentine belt; ,2021-08-08
LUKTEC25L13491705,57,2021-08-16,user15,459241,768.14,add heated windshield; install parking sensors; ,2021-09-09
LUKTEC25L13491705,57,2021-09-16,user30,482615,139.66,adjust climate control; change speaker configuration; ,2021-09-20
LVJGFVH42ZP066968,94,2021-02-07,user12,104031,253.14,improve engine performance; ,2021-03-01
LVJGFVH42ZP066968,94,2021-04-18,user29,403924,25.31,replace timing belt tensioner; add heated windshield; ,2021-04-26
LVJGFVH42ZP066968,94,2021-05-23,user29,464306,291.11,fix ventilated seats; adjust climate control; ,2021-06-14
LVJGFVH42ZP066968,94,2021-06-20,user12,516826,12.66,install intelligent alternator; replace timing belt tensioner; ,2021-06-22
LVJGFVH42ZP066968,94,2021-06-28,user12,574608,37.97,refurbish power steering; improve engine performance; ,2021-07-06
LVJGFVH42ZP066968,94,2021-07-11,user13,593643,151.88,reconfigure service reminder light; replace serpentine belt; ,2021-08-21
